,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeEDT,TimeEST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees
0,Clear,2015-07-20 04:51:00<br />,21.7,,-,61.0,,1006.9,30.0,12:51 AM,,12.9,Variable,5.6,0
1,Clear,2015-07-20 05:51:00<br />,22.2,,-,63.0,,1006.5,30.0,1:51 AM,,11.3,Variable,5.6,0
2,Clear,2015-07-20 06:51:00<br />,22.2,,-,65.0,,1005.5,29.4,2:51 AM,,12.9,West,13.0,260
3,Clear,2015-07-20 07:51:00<br />,22.8,,-,69.0,,1004.9,28.9,3:51 AM,,12.9,WSW,11.1,250
4,Clear,2015-07-20 08:51:00<br />,22.2,,-,69.0,,1005.4,28.3,4:51 AM,,12.9,West,7.4,270
5,Clear,2015-07-20 09:51:00<br />,22.2,,-,71.0,,1006.0,27.8,5:51 AM,,12.9,Variable,7.4,0
6,Clear,2015-07-20 10:51:00<br />,21.7,,-,69.0,,1006.3,27.8,6:51 AM,,11.3,Variable,7.4,0
7,Clear,2015-07-20 11:51:00<br />,20.6,,-,61.0,,1006.9,28.9,7:51 AM,,14.5,Variable,5.6,0
8,Clear,2015-07-20 12:51:00<br />,19.4,,-,55.0,,1007.0,29.4,8:51 AM,,16.1,NW,9.3,310
9,Clear,2015-07-20 13:51:00<br />,17.2,,-,44.0,,1006.8,30.6,9:51 AM,,16.1,West,11.1,280
10,Clear,2015-07-20 14:51:00<br />,18.9,,-,48.0,,1006.5,31.1,10:51 AM,,16.1,Variable,5.6,0
11,Clear,2015-07-20 15:51:00<br />,18.9,,-,44.0,,1006.0,32.8,11:51 AM,,16.1,North,-9999.0,0
12,Partly Cloudy,2015-07-20 16:51:00<br />,18.9,,-,42.0,,1005.7,33.3,12:51 PM,,16.1,Variable,7.4,0
13,Mostly Cloudy,2015-07-20 17:51:00<br />,20.0,,-,44.0,,1005.5,33.9,1:51 PM,,16.1,Calm,Calm,0
14,Partly Cloudy,2015-07-20 18:51:00<br />,20.0,,-,44.0,,1005.1,33.9,2:51 PM,,16.1,North,-9999.0,0
15,Mostly Cloudy,2015-07-20 19:51:00<br />,19.4,,-,45.0,,1005.2,32.8,3:51 PM,,16.1,Variable,7.4,0
16,Partly Cloudy,2015-07-20 20:51:00<br />,19.4,,-,44.0,,1004.9,33.3,4:51 PM,,16.1,Variable,7.4,0
17,Scattered Clouds,2015-07-20 21:51:00<br />,19.4,,-,44.0,,1004.4,33.3,5:51 PM,,16.1,Calm,Calm,0
18,Partly Cloudy,2015-07-20 22:51:00<br />,18.9,,-,44.0,,1004.3,32.8,6:51 PM,,16.1,Variable,9.3,0
19,Mostly Cloudy,2015-07-20 23:51:00<br />,20.0,,-,48.0,,1004.3,32.2,7:51 PM,,16.1,West,11.1,280
20,Clear,2015-07-21 00:51:00<br />,19.4,,-,49.0,,1004.6,31.1,8:51 PM,,16.1,Variable,9.3,0
21,Clear,2015-07-21 01:51:00<br />,18.9,,-,49.0,,1005.3,30.6,9:51 PM,,16.1,WNW,5.6,300
22,Scattered Clouds,2015-07-21 02:51:00<br />,19.4,,-,53.0,,1005.3,30.0,10:51 PM,,16.1,North,-9999.0,0
23,Scattered Clouds,2015-07-21 03:51:00<br />,18.9,,-,53.0,,1005.0,29.4,11:51 PM,,16.1,Variable,7.4,0
0,Clear,2015-07-21 04:51:00<br />,19.4,,-,56.0,,1004.7,28.9,12:51 AM,,16.1,Variable,5.6,0
1,Scattered Clouds,2015-07-21 05:51:00<br />,19.4,,-,58.0,,1004.3,28.3,1:51 AM,,16.1,Calm,Calm,0
2,Partly Cloudy,2015-07-21 06:51:00<br />,18.3,,-,54.0,,1004.3,28.3,2:51 AM,,16.1,Calm,Calm,0
3,Partly Cloudy,2015-07-21 07:51:00<br />,17.8,,-,53.0,,1004.4,28.3,3:51 AM,,16.1,West,5.6,270
4,Partly Cloudy,2015-07-21 08:51:00<br />,18.3,,-,56.0,,1004.1,27.8,4:51 AM,,14.5,Calm,Calm,0
5,Scattered Clouds,2015-07-21 09:51:00<br />,18.3,,-,56.0,,1004.1,27.8,5:51 AM,,14.5,Variable,5.6,0
6,Partly Cloudy,2015-07-21 10:51:00<br />,18.3,,-,56.0,,1004.3,27.8,6:51 AM,,12.9,Variable,7.4,0
7,Clear,2015-07-21 11:51:00<br />,18.3,,-,58.0,,1004.1,27.2,7:51 AM,,12.9,WNW,5.6,300
8,Clear,2015-07-21 12:51:00<br />,18.9,,-,62.0,,1004.1,26.7,8:51 AM,,12.9,Calm,Calm,0
9,Clear,2015-07-21 13:51:00<br />,17.8,,-,54.0,,1003.8,27.8,9:51 AM,,14.5,Calm,Calm,0
10,Clear,2015-07-21 14:51:00<br />,18.9,,-,58.0,,1004.0,27.8,10:51 AM,,16.1,West,9.3,270
11,Clear,2015-07-21 15:51:00<br />,17.2,,-,51.0,,1004.0,28.3,11:51 AM,,16.1,Variable,5.6,0
12,Mostly Cloudy,2015-07-21 16:51:00<br />,16.1,,-,47.0,,1003.7,28.3,12:51 PM,,16.1,Calm,Calm,0
13,Clear,2015-07-21 17:51:00<br />,16.1,,-,46.0,,1003.1,28.9,1:51 PM,,16.1,Calm,Calm,0
14,Clear,2015-07-21 18:51:00<br />,16.7,,-,43.0,,1002.3,30.6,2:51 PM,,16.1,West,7.4,270
15,Scattered Clouds,2015-07-21 19:51:00<br />,16.7,,-,43.0,,1002.0,30.6,3:51 PM,,16.1,Variable,11.1,0
16,Mostly Cloudy,2015-07-21 20:51:00<br />,18.3,,-,49.0,,1002.0,30.0,4:51 PM,,16.1,Variable,5.6,0
17,Partly Cloudy,2015-07-21 21:51:00<br />,18.3,,-,51.0,,1001.4,29.4,5:51 PM,,16.1,Variable,7.4,0
18,Partly Cloudy,2015-07-21 22:51:00<br />,18.9,,-,53.0,,1001.9,29.4,6:51 PM,,16.1,Calm,Calm,0
19,Mostly Cloudy,2015-07-21 23:51:00<br />,17.2,,-,58.0,,1002.9,26.1,7:51 PM,,16.1,Variable,9.3,0
20,Mostly Cloudy,2015-07-22 00:51:00<br />,18.3,,-,64.0,,1003.2,25.6,8:51 PM,,16.1,Calm,Calm,0
21,Scattered Clouds,2015-07-22 01:51:00<br />,17.8,,-,62.0,0.0,1003.6,25.6,9:51 PM,,16.1,Calm,Calm,0
22,Mostly Cloudy,2015-07-22 02:51:00<br />,16.7,,-,58.0,,1003.9,25.6,10:51 PM,,16.1,Variable,5.6,0
23,Clear,2015-07-22 03:51:00<br />,16.7,,-,62.0,,1004.4,24.4,11:51 PM,,16.1,Variable,5.6,0
0,Clear,2015-07-22 04:51:00<br />,15.0,,-,57.0,,1004.7,23.9,12:51 AM,,16.1,Variable,7.4,0
1,Clear,2015-07-22 05:51:00<br />,14.4,,-,59.0,,1004.9,22.8,1:51 AM,,16.1,Variable,5.6,0
2,Clear,2015-07-22 06:51:00<br />,13.3,,-,55.0,,1005.2,22.8,2:51 AM,,16.1,Variable,9.3,0
3,Clear,2015-07-22 07:51:00<br />,12.2,,-,53.0,,1005.6,22.2,3:51 AM,,16.1,Variable,9.3,0
4,Clear,2015-07-22 08:51:00<br />,11.1,,-,51.0,,1006.0,21.7,4:51 AM,,16.1,West,7.4,280
5,Clear,2015-07-22 09:51:00<br />,10.6,,-,51.0,,1006.6,21.1,5:51 AM,,16.1,Calm,Calm,0
6,Clear,2015-07-22 10:51:00<br />,10.6,,-,51.0,,1007.2,21.1,6:51 AM,,16.1,Variable,7.4,0
7,Clear,2015-07-22 11:51:00<br />,11.1,,-,51.0,,1007.9,21.7,7:51 AM,,16.1,Variable,9.3,0
8,Clear,2015-07-22 12:51:00<br />,11.1,,-,48.0,,1008.1,22.8,8:51 AM,,16.1,WNW,11.1,290
9,Clear,2015-07-22 13:51:00<br />,11.1,,-,46.0,,1008.1,23.3,9:51 AM,,16.1,Variable,5.6,0
10,Clear,2015-07-22 14:51:00<br />,10.6,,27.8,39.0,,1008.3,25.6,10:51 AM,,16.1,North,13.0,360
11,Clear,2015-07-22 15:51:00<br />,9.4,,-,31.0,,1008.3,27.8,11:51 AM,,16.1,Variable,9.3,0
12,Clear,2015-07-22 16:51:00<br />,9.4,,-,29.0,,1008.1,28.9,12:51 PM,,16.1,Variable,9.3,0
13,Partly Cloudy,2015-07-22 17:51:00<br />,10.0,,27.8,31.0,,1007.6,28.9,1:51 PM,,16.1,Variable,7.4,0
14,Scattered Clouds,2015-07-22 18:51:00<br />,10.0,,-,30.0,,1007.7,29.4,2:51 PM,,16.1,Variable,11.1,0
15,Clear,2015-07-22 19:51:00<br />,9.4,,37.0,31.0,,1007.6,28.3,3:51 PM,,16.1,WNW,20.4,290
16,Scattered Clouds,2015-07-22 20:51:00<br />,9.4,,35.2,31.0,,1007.9,28.3,4:51 PM,,16.1,West,20.4,280
17,Clear,2015-07-22 21:51:00<br />,9.4,,27.8,31.0,,1008.0,28.3,5:51 PM,,16.1,Variable,9.3,0
18,Clear,2015-07-22 22:51:00<br />,9.4,,-,33.0,,1008.9,27.2,6:51 PM,,16.1,Variable,9.3,0
19,Clear,2015-07-22 23:51:00<br />,8.3,,-,31.0,,1009.6,26.7,7:51 PM,,16.1,WNW,7.4,290
20,Clear,2015-07-23 00:51:00<br />,8.3,,-,33.0,,1010.3,25.6,8:51 PM,,16.1,Variable,11.1,0
21,Clear,2015-07-23 01:51:00<br />,8.3,,-,34.0,,1011.0,25.0,9:51 PM,,16.1,West,9.3,280
22,Clear,2015-07-23 02:51:00<br />,8.3,,-,36.0,,1011.3,24.4,10:51 PM,,16.1,Variable,7.4,0
23,Clear,2015-07-23 03:51:00<br />,8.9,,-,38.0,,1012.0,23.9,11:51 PM,,16.1,Variable,9.3,0
0,Clear,2015-07-23 04:51:00<br />,9.4,,-,41.0,,1012.2,23.3,12:51 AM,,16.1,Variable,5.6,0
1,Clear,2015-07-23 05:51:00<br />,9.4,,-,42.0,,1012.3,22.8,1:51 AM,,16.1,WNW,9.3,300
2,Clear,2015-07-23 06:51:00<br />,10.0,,-,46.0,,1012.4,22.2,2:51 AM,,16.1,Calm,Calm,0
3,Clear,2015-07-23 07:51:00<br />,10.6,,-,49.0,,1012.4,21.7,3:51 AM,,16.1,Calm,Calm,0
4,Clear,2015-07-23 08:51:00<br />,10.6,,-,53.0,,1012.5,20.6,4:51 AM,,16.1,Variable,5.6,0
5,Clear,2015-07-23 09:51:00<br />,10.6,,-,55.0,,1013.1,20.0,5:51 AM,,16.1,Variable,5.6,0
6,Partly Cloudy,2015-07-23 10:44:00<br />,10.6,,-,53.0,,1014.4,20.6,6:44 AM,,16.1,Variable,5.6,0
7,Clear,2015-07-23 10:51:00<br />,10.6,,-,53.0,,1013.5,20.6,6:51 AM,,16.1,Calm,Calm,0
8,Clear,2015-07-23 11:51:00<br />,11.1,,-,53.0,,1013.8,21.1,7:51 AM,,16.1,Variable,11.1,0
9,Clear,2015-07-23 12:51:00<br />,11.1,,-,49.0,,1013.8,22.2,8:51 AM,,16.1,NW,7.4,320
10,Clear,2015-07-23 13:51:00<br />,10.6,,-,43.0,,1013.6,23.9,9:51 AM,,16.1,North,-9999.0,0
11,Clear,2015-07-23 14:51:00<br />,10.0,,-,37.0,,1013.3,25.6,10:51 AM,,16.1,North,-9999.0,0
12,Clear,2015-07-23 15:51:00<br />,8.3,,-,30.0,,1012.9,27.2,11:51 AM,,16.1,Variable,5.6,0
13,Clear,2015-07-23 16:51:00<br />,7.8,,-,27.0,,1012.4,28.3,12:51 PM,,16.1,Variable,7.4,0
14,Partly Cloudy,2015-07-23 17:51:00<br />,8.9,,25.9,28.0,,1012.2,28.9,1:51 PM,,16.1,Variable,11.1,0
15,Mostly Cloudy,2015-07-23 18:51:00<br />,9.4,,-,29.0,,1012.0,28.9,2:51 PM,,16.1,Variable,9.3,0
16,Partly Cloudy,2015-07-23 19:51:00<br />,10.0,,-,32.0,,1011.9,28.3,3:51 PM,,16.1,North,-9999.0,0
17,Partly Cloudy,2015-07-23 20:51:00<br />,9.4,,-,31.0,,1011.8,28.3,4:51 PM,,16.1,North,-9999.0,0
18,Clear,2015-07-23 21:51:00<br />,8.9,,-,29.0,,1011.7,28.3,5:51 PM,,16.1,West,7.4,280
19,Partly Cloudy,2015-07-23 22:51:00<br />,8.3,,-,29.0,,1012.0,27.8,6:51 PM,,16.1,Variable,9.3,0
20,Clear,2015-07-23 23:51:00<br />,7.8,,-,30.0,,1012.2,26.7,7:51 PM,,16.1,WNW,13.0,300
21,Clear,2015-07-24 00:51:00<br />,9.4,,-,37.0,,1012.5,25.0,8:51 PM,,16.1,Variable,7.4,0
22,Clear,2015-07-24 01:51:00<br />,8.9,,-,37.0,,1012.7,24.4,9:51 PM,,16.1,Variable,5.6,0
23,Clear,2015-07-24 02:51:00<br />,8.9,,-,38.0,,1012.8,23.9,10:51 PM,,16.1,Variable,5.6,0
24,Clear,2015-07-24 03:51:00<br />,8.9,,-,40.0,,1013.0,23.3,11:51 PM,,16.1,Calm,Calm,0
0,Mostly Cloudy,2015-07-24 04:51:00<br />,9.4,,-,41.0,,1013.0,23.3,12:51 AM,,16.1,Calm,Calm,0
1,Overcast,2015-07-24 05:51:00<br />,9.4,,-,40.0,,1013.1,23.9,1:51 AM,,16.1,Calm,Calm,0
2,Mostly Cloudy,2015-07-24 06:51:00<br />,8.9,,-,38.0,,1013.2,23.9,2:51 AM,,16.1,Calm,Calm,0
3,Mostly Cloudy,2015-07-24 07:51:00<br />,10.0,,-,46.0,,1013.2,22.2,3:51 AM,,16.1,Calm,Calm,0
4,Partly Cloudy,2015-07-24 08:51:00<br />,9.4,,-,42.0,,1013.3,22.8,4:51 AM,,16.1,Variable,7.4,0
5,Partly Cloudy,2015-07-24 09:51:00<br />,10.0,,-,49.0,,1013.5,21.1,5:51 AM,,16.1,Calm,Calm,0
6,Clear,2015-07-24 10:51:00<br />,10.6,,-,49.0,,1013.7,21.7,6:51 AM,,16.1,Calm,Calm,0
7,Clear,2015-07-24 11:51:00<br />,11.7,,-,51.0,,1014.2,22.2,7:51 AM,,16.1,Calm,Calm,0
8,Clear,2015-07-24 12:51:00<br />,10.6,,-,43.0,,1014.5,23.9,8:51 AM,,16.1,Variable,5.6,0
9,Clear,2015-07-24 13:51:00<br />,10.0,,-,39.0,,1014.1,25.0,9:51 AM,,16.1,Variable,11.1,0
10,Clear,2015-07-24 14:51:00<br />,8.9,,-,34.0,,1014.1,26.1,10:51 AM,,16.1,Variable,9.3,0
11,Clear,2015-07-24 15:51:00<br />,10.0,,-,33.0,,1014.0,27.8,11:51 AM,,16.1,Calm,Calm,0
12,Clear,2015-07-24 16:51:00<br />,9.4,,-,29.0,,1013.8,28.9,12:51 PM,,16.1,Variable,7.4,0
13,Clear,2015-07-24 17:51:00<br />,7.8,,-,26.0,,1013.3,29.4,1:51 PM,,16.1,Variable,7.4,0
14,Clear,2015-07-24 18:51:00<br />,8.3,,-,26.0,,1013.1,30.0,2:51 PM,,16.1,ENE,13.0,60
15,Clear,2015-07-24 19:51:00<br />,7.8,,-,26.0,,1012.9,29.4,3:51 PM,,16.1,Calm,Calm,0
16,Partly Cloudy,2015-07-24 20:51:00<br />,8.9,,-,28.0,,1012.5,28.9,4:51 PM,,16.1,North,-9999.0,0
17,Clear,2015-07-24 21:51:00<br />,8.9,,-,29.0,,1012.3,28.3,5:51 PM,,16.1,NE,9.3,50
18,Scattered Clouds,2015-07-24 22:51:00<br />,11.1,,-,36.0,,1012.8,27.2,6:51 PM,,16.1,Calm,Calm,0
19,Scattered Clouds,2015-07-24 23:51:00<br />,9.4,,-,31.0,,1013.2,27.8,7:51 PM,,16.1,Calm,Calm,0
20,Clear,2015-07-25 00:51:00<br />,10.0,,-,37.0,,1013.5,25.6,8:51 PM,,16.1,Calm,Calm,0
21,Partly Cloudy,2015-07-25 01:51:00<br />,10.6,,-,39.0,,1013.9,25.6,9:51 PM,,16.1,Calm,Calm,0
22,Overcast,2015-07-25 02:51:00<br />,12.2,,-,43.0,,1014.0,25.6,10:51 PM,,16.1,Calm,Calm,0
23,Clear,2015-07-25 03:51:00<br />,11.7,,-,43.0,,1014.0,25.0,11:51 PM,,16.1,Calm,Calm,0
0,Clear,2015-07-25 04:51:00<br />,11.7,,-,43.0,,1013.8,25.0,12:51 AM,,16.1,WNW,7.4,290
1,Clear,2015-07-25 05:51:00<br />,11.7,,-,45.0,,1014.1,24.4,1:51 AM,,16.1,WNW,9.3,290
2,Clear,2015-07-25 06:51:00<br />,11.7,,-,46.0,,1013.9,23.9,2:51 AM,,16.1,WNW,5.6,290
3,Clear,2015-07-25 07:51:00<br />,11.7,,-,49.0,,1014.2,22.8,3:51 AM,,16.1,Variable,7.4,0
4,Clear,2015-07-25 08:51:00<br />,12.2,,-,55.0,,1014.4,21.7,4:51 AM,,16.1,Calm,Calm,0
5,Clear,2015-07-25 09:51:00<br />,13.3,,-,63.0,,1014.9,20.6,5:51 AM,,16.1,Calm,Calm,0
6,Clear,2015-07-25 10:51:00<br />,13.9,,-,61.0,,1015.4,21.7,6:51 AM,,16.1,Calm,Calm,0
7,Clear,2015-07-25 11:51:00<br />,14.4,,-,57.0,,1015.6,23.3,7:51 AM,,16.1,Calm,Calm,0
8,Clear,2015-07-25 12:51:00<br />,14.4,,-,52.0,,1016.1,25.0,8:51 AM,,16.1,NNE,7.4,20
9,Clear,2015-07-25 13:51:00<br />,13.3,,-,46.0,,1016.1,25.6,9:51 AM,,16.1,Variable,5.6,0
10,Clear,2015-07-25 14:51:00<br />,12.8,,-,42.0,,1016.1,26.7,10:51 AM,,16.1,Variable,7.4,0
11,Clear,2015-07-25 15:51:00<br />,12.2,,-,35.0,,1016.0,28.9,11:51 AM,,16.1,East,7.4,90
12,Clear,2015-07-25 16:51:00<br />,10.6,,-,29.0,,1015.5,30.6,12:51 PM,,16.1,ENE,7.4,70
13,Mostly Cloudy,2015-07-25 17:51:00<br />,13.3,,-,39.0,,1015.1,28.3,1:51 PM,,16.1,Variable,5.6,0
14,Clear,2015-07-25 18:51:00<br />,13.9,,-,37.0,,1015.2,30.0,2:51 PM,,16.1,Variable,7.4,0
15,Clear,2015-07-25 19:51:00<br />,14.4,,-,40.0,,1015.1,29.4,3:51 PM,,16.1,Variable,5.6,0
16,Clear,2015-07-25 20:51:00<br />,12.8,,-,38.0,,1015.0,28.3,4:51 PM,,16.1,Calm,Calm,0
17,Clear,2015-07-25 21:51:00<br />,11.1,,-,38.0,,1014.8,26.7,5:51 PM,,16.1,Variable,9.3,0
18,Clear,2015-07-25 22:51:00<br />,12.8,,-,44.0,,1014.6,26.1,6:51 PM,,16.1,Variable,9.3,0
19,Clear,2015-07-25 23:51:00<br />,13.9,,-,48.0,,1015.0,25.6,7:51 PM,,16.1,Variable,9.3,0
20,Clear,2015-07-26 00:51:00<br />,13.9,,-,48.0,,1015.2,25.6,8:51 PM,,16.1,Variable,5.6,0
21,Clear,2015-07-26 01:51:00<br />,15.6,,-,56.0,,1015.5,25.0,9:51 PM,,16.1,Variable,9.3,0
22,Partly Cloudy,2015-07-26 02:51:00<br />,17.2,,-,62.0,,1015.8,25.0,10:51 PM,,16.1,North,-9999.0,0
23,Mostly Cloudy,2015-07-26 03:51:00<br />,17.8,,-,67.0,,1015.6,24.4,11:51 PM,,16.1,Calm,Calm,0
0,Overcast,2015-07-26 04:51:00<br />,15.0,,-,54.0,,1015.2,25.0,12:51 AM,,16.1,Calm,Calm,0
1,Clear,2015-07-26 05:51:00<br />,13.9,,-,52.0,,1015.0,24.4,1:51 AM,,16.1,Variable,5.6,0
2,Partly Cloudy,2015-07-26 06:51:00<br />,15.0,,-,57.0,,1014.9,23.9,2:51 AM,,16.1,Variable,7.4,0
3,Partly Cloudy,2015-07-26 07:51:00<br />,15.0,,-,59.0,,1014.6,23.3,3:51 AM,,16.1,Variable,5.6,0
4,Overcast,2015-07-26 08:51:00<br />,15.0,,-,57.0,,1014.5,23.9,4:51 AM,,16.1,Variable,7.4,0
5,Mostly Cloudy,2015-07-26 09:51:00<br />,15.0,,-,57.0,,1014.6,23.9,5:51 AM,,16.1,SW,9.3,230
6,Overcast,2015-07-26 10:51:00<br />,15.6,,-,60.0,,1015.2,23.9,6:51 AM,,16.1,North,-9999.0,0
7,Mostly Cloudy,2015-07-26 11:51:00<br />,16.1,,-,62.0,,1015.7,23.9,7:51 AM,,16.1,Variable,9.3,0
8,Partly Cloudy,2015-07-26 12:51:00<br />,16.1,,-,58.0,,1015.8,25.0,8:51 AM,,16.1,Variable,5.6,0
9,Partly Cloudy,2015-07-26 13:51:00<br />,16.1,,-,52.0,,1015.4,26.7,9:51 AM,,16.1,Variable,5.6,0
10,Partly Cloudy,2015-07-26 14:51:00<br />,16.7,,-,47.0,,1015.2,28.9,10:51 AM,,16.1,Variable,11.1,0
11,Partly Cloudy,2015-07-26 15:51:00<br />,17.2,,-,46.0,,1015.1,30.0,11:51 AM,,16.1,South,9.3,180
12,Partly Cloudy,2015-07-26 16:51:00<br />,17.2,,-,44.0,,1014.9,30.6,12:51 PM,,16.1,North,-9999.0,0
13,Scattered Clouds,2015-07-26 17:51:00<br />,17.8,,-,48.0,,1014.5,30.0,1:51 PM,,16.1,Variable,7.4,0
14,Mostly Cloudy,2015-07-26 18:51:00<br />,17.2,,37.0,44.0,,1014.2,30.6,2:51 PM,,16.1,SW,13.0,220
15,Overcast,2015-07-26 19:51:00<br />,18.3,,-,54.0,,1013.9,28.3,3:51 PM,,14.5,Calm,Calm,0
16,Mostly Cloudy,2015-07-26 20:51:00<br />,17.2,,-,46.0,,1013.3,30.0,4:51 PM,,16.1,Variable,5.6,0
17,Partly Cloudy,2015-07-26 21:51:00<br />,17.2,,-,49.0,,1013.5,28.9,5:51 PM,,16.1,Variable,7.4,0
18,Clear,2015-07-26 22:51:00<br />,17.8,,-,53.0,,1013.9,28.3,6:51 PM,,16.1,South,7.4,180
19,Clear,2015-07-26 23:51:00<br />,17.8,,-,54.0,,1014.3,27.8,7:51 PM,,16.1,South,9.3,180
20,Clear,2015-07-27 00:51:00<br />,16.7,,-,51.0,,1014.9,27.8,8:51 PM,,16.1,Variable,7.4,0
21,Clear,2015-07-27 01:51:00<br />,16.1,,-,50.0,,1015.0,27.2,9:51 PM,,16.1,Variable,11.1,0
22,Mostly Cloudy,2015-07-27 02:51:00<br />,14.4,,-,48.0,0.0,1014.7,26.1,10:51 PM,,16.1,Variable,9.3,0
23,Clear,2015-07-27 03:51:00<br />,14.4,,-,48.0,,1015.1,26.1,11:51 PM,,16.1,North,-9999.0,0
0,Overcast,2015-07-27 04:51:00<br />,15.6,,-,54.0,,1015.6,25.6,12:51 AM,,16.1,Calm,Calm,0
1,Scattered Clouds,2015-07-27 05:51:00<br />,16.7,,-,58.0,,1015.1,25.6,1:51 AM,,16.1,Variable,9.3,0
2,Overcast,2015-07-27 06:51:00<br />,16.7,,-,60.0,,1015.1,25.0,2:51 AM,,16.1,Variable,5.6,0
3,Rain,2015-07-27 07:04:00<br />,19.4,Rain,-,81.0,0.06,1016.1,22.8,3:04 AM,,2.8,North,-9999.0,0
4,Light Rain,2015-07-27 07:35:00<br />,20.0,Rain,-,90.0,0.36,1016.1,21.7,3:35 AM,,4.8,Calm,Calm,0
5,Mostly Cloudy,2015-07-27 07:51:00<br />,20.0,,-,87.0,0.36,1015.1,22.2,3:51 AM,,9.7,West,5.6,260
6,Mostly Cloudy,2015-07-27 08:33:00<br />,20.0,,-,90.0,,1016.1,21.7,4:33 AM,,14.5,Calm,Calm,0
7,Overcast,2015-07-27 08:51:00<br />,20.0,,-,87.0,,1015.2,22.2,4:51 AM,,9.7,Calm,Calm,0
8,Mostly Cloudy,2015-07-27 09:51:00<br />,20.0,,27.8,87.0,,1015.3,22.2,5:51 AM,,6.4,West,5.6,270
9,Overcast,2015-07-27 10:41:00<br />,20.0,,-,87.0,,1016.8,22.2,6:41 AM,,8.0,West,7.4,260
10,Overcast,2015-07-27 10:51:00<br />,20.0,,-,87.0,,1016.2,22.2,6:51 AM,,6.4,Variable,7.4,0
11,Scattered Clouds,2015-07-27 11:51:00<br />,20.0,,-,84.0,,1016.1,22.8,7:51 AM,,11.3,Variable,5.6,0
12,Partly Cloudy,2015-07-27 12:51:00<br />,20.0,,-,76.0,,1016.7,24.4,8:51 AM,,14.5,West,7.4,260
13,Overcast,2015-07-27 13:51:00<br />,19.4,,-,74.0,,1016.9,24.4,9:51 AM,,16.1,Variable,5.6,0
14,Mostly Cloudy,2015-07-27 14:51:00<br />,19.4,,-,66.0,,1017.0,26.1,10:51 AM,,16.1,Calm,Calm,0
15,Mostly Cloudy,2015-07-27 15:51:00<br />,19.4,,-,62.0,,1016.8,27.2,11:51 AM,,16.1,Calm,Calm,0
16,Scattered Clouds,2015-07-27 16:51:00<br />,18.9,,-,53.0,,1016.4,29.4,12:51 PM,,16.1,Calm,Calm,0
17,Mostly Cloudy,2015-07-27 17:51:00<br />,19.4,,-,56.0,,1015.8,28.9,1:51 PM,,14.5,North,-9999.0,0
18,Partly Cloudy,2015-07-27 18:51:00<br />,20.0,,-,58.0,,1015.6,28.9,2:51 PM,,16.1,Variable,7.4,0
19,Clear,2015-07-27 19:51:00<br />,19.4,,-,58.0,,1015.4,28.3,3:51 PM,,16.1,Variable,7.4,0
20,Clear,2015-07-27 20:51:00<br />,18.9,,-,58.0,,1015.3,27.8,4:51 PM,,16.1,North,-9999.0,0
21,Clear,2015-07-27 21:51:00<br />,19.4,,-,62.0,,1015.1,27.2,5:51 PM,,16.1,North,-9999.0,0
22,Clear,2015-07-27 22:51:00<br />,20.0,,-,67.0,,1015.2,26.7,6:51 PM,,16.1,North,-9999.0,0
23,Clear,2015-07-27 23:51:00<br />,18.9,,-,64.0,,1015.6,26.1,7:51 PM,,16.1,Variable,7.4,0
24,Scattered Clouds,2015-07-28 00:51:00<br />,18.9,,-,64.0,,1015.8,26.1,8:51 PM,,16.1,Variable,5.6,0
25,Partly Cloudy,2015-07-28 01:51:00<br />,18.9,,-,64.0,,1016.3,26.1,9:51 PM,,16.1,Calm,Calm,0
26,Clear,2015-07-28 02:51:00<br />,19.4,,-,68.0,,1016.2,25.6,10:51 PM,,16.1,Calm,Calm,0
27,Scattered Clouds,2015-07-28 03:51:00<br />,19.4,,-,68.0,,1016.4,25.6,11:51 PM,,16.1,Variable,9.3,0
0,Mostly Cloudy,2015-07-28 04:51:00<br />,19.4,,-,71.0,,1016.4,25.0,12:51 AM,,16.1,WSW,7.4,250
1,Clear,2015-07-28 05:51:00<br />,19.4,,-,71.0,,1016.2,25.0,1:51 AM,,16.1,North,-9999.0,0
2,Clear,2015-07-28 06:51:00<br />,19.4,,-,74.0,,1015.8,24.4,2:51 AM,,16.1,Variable,9.3,0
3,Clear,2015-07-28 07:51:00<br />,19.4,,-,74.0,,1015.8,24.4,3:51 AM,,16.1,West,9.3,270
4,Clear,2015-07-28 08:51:00<br />,20.0,,-,79.0,,1015.6,23.9,4:51 AM,,14.5,Variable,7.4,0
5,Clear,2015-07-28 09:51:00<br />,20.0,,-,76.0,,1015.8,24.4,5:51 AM,,12.9,West,5.6,270
6,Haze,2015-07-28 10:51:00<br />,20.6,,-,79.0,,1016.1,24.4,6:51 AM,,9.7,Calm,Calm,0
7,Clear,2015-07-28 11:51:00<br />,20.6,,-,74.0,,1016.2,25.6,7:51 AM,,11.3,Calm,Calm,0
8,Clear,2015-07-28 12:51:00<br />,20.0,,-,67.0,,1016.0,26.7,8:51 AM,,12.9,Calm,Calm,0
9,Clear,2015-07-28 13:51:00<br />,19.4,,-,60.0,,1015.6,27.8,9:51 AM,,14.5,Calm,Calm,0
